"Season","Team","Conference","StatName","StatValue"
"2024","Illinois","Big Ten","passingTDs","11"
"2024","Wisconsin","Big Ten","kickReturns","12"
"2024","Nebraska","Big Ten","penaltyYards","404"
"2024","Oregon","Big Ten","kickReturnTDs","0"
"2024","Oregon","Big Ten","games","12"
"2024","Michigan State","Big Ten","kickReturns","6"
"2024","Rutgers","Big Ten","firstDowns","113"
"2024","Minnesota","Big Ten","netPassingYards","1299"
"2024","Washington","Big Ten","interceptionTDs","0"
"2024","Purdue","Big Ten","tacklesForLoss","27"
"2024","USC","Big Ten","rushingTDs","9"
"2024","Washington","Big Ten","fourthDownConversions","3"
"2024","Indiana","Big Ten","passCompletions","124"
"2024","UCLA","Big Ten","puntReturnTDs","0"
"2024","Maryland","Big Ten","thirdDownConversions","37"
"2024","Northwestern","Big Ten","interceptionYards","0"
"2024","Iowa","Big Ten","fourthDownConversions","0"
"2024","Purdue","Big Ten","interceptionTDs","0"
"2024","Wisconsin","Big Ten","tacklesForLoss","22"
"2024","Rutgers","Big Ten","fumblesLost","1"
